step_num,-gneE0,-gneE1,-gneE2,-gneE3
0,0.01087547580206634,0.01087547580206634,0.0,0.01087547580206634
1,0.01087547580206634,0.01087547580206634,0.01087547580206634,0.01087547580206634
2,0.01087547580206634,0.01087547580206634,0.02175095160413268,0.02175095160413268
3,0.01087547580206634,0.02175095160413268,0.02175095160413268,0.02175095160413268
4,0.02175095160413268,0.02175095160413268,0.02175095160413268,0.02175095160413268
5,0.02175095160413268,0.04350190320826536,0.03262642740619902,0.02175095160413268
6,0.02175095160413268,0.04350190320826536,0.03262642740619902,0.02175095160413268
7,0.03262642740619902,0.04350190320826536,0.03262642740619902,0.03262642740619902
8,0.03262642740619902,0.0543773790103317,0.04350190320826536,0.03262642740619902
9,0.03262642740619902,0.0543773790103317,0.04350190320826536,0.03262642740619902
10,0.03262642740619902,0.0543773790103317,0.04350190320826536,0.03262642740619902
11,0.04350190320826536,0.06525285481239804,0.04350190320826536,0.04350190320826536
12,0.04350190320826536,0.06525285481239804,0.03262642740619902,0.04350190320826536
13,0.0543773790103317,0.06525285481239804,0.03262642740619902,0.04350190320826536
14,0.04350190320826536,0.06525285481239804,0.03262642740619902,0.0543773790103317
15,0.04350190320826536,0.08700380641653072,0.03262642740619902,0.0543773790103317
16,0.04350190320826536,0.08700380641653072,0.02175095160413268,0.0543773790103317
17,0.04350190320826536,0.08700380641653072,0.03262642740619902,0.06525285481239804
18,0.03262642740619902,0.08700380641653072,0.03262642740619902,0.06525285481239804
19,0.03262642740619902,0.1087547580206634,0.02175095160413268,0.06525285481239804
20,0.04350190320826536,0.1087547580206634,0.02175095160413268,0.08700380641653072
21,0.04350190320826536,0.11963023382272973,0.02175095160413268,0.08700380641653072
22,0.04350190320826536,0.13050570962479607,0.03262642740619902,0.08700380641653072
23,0.03262642740619902,0.13050570962479607,0.03262642740619902,0.09787928221859706
24,0.03262642740619902,0.15225666122892875,0.03262642740619902,0.09787928221859706
25,0.02175095160413268,0.15225666122892875,0.03262642740619902,0.1087547580206634
26,0.02175095160413268,0.1631321370309951,0.04350190320826536,0.1087547580206634
27,0.02175095160413268,0.17400761283306143,0.0543773790103317,0.11963023382272973
28,0.03262642740619902,0.17400761283306143,0.04350190320826536,0.13050570962479607
29,0.03262642740619902,0.18488308863512778,0.0543773790103317,0.13050570962479607
30,0.03262642740619902,0.18488308863512778,0.0543773790103317,0.14138118542686243
31,0.03262642740619902,0.1957585644371941,0.04350190320826536,0.15225666122892875
32,0.03262642740619902,0.1957585644371941,0.04350190320826536,0.15225666122892875
33,0.03262642740619902,0.1957585644371941,0.0543773790103317,0.15225666122892875
34,0.03262642740619902,0.20663404023926046,0.0543773790103317,0.1631321370309951
35,0.04350190320826536,0.20663404023926046,0.0543773790103317,0.1631321370309951
36,0.04350190320826536,0.2175095160413268,0.04350190320826536,0.1631321370309951
37,0.06525285481239804,0.2175095160413268,0.04350190320826536,0.1631321370309951
38,0.06525285481239804,0.22838499184339314,0.04350190320826536,0.18488308863512778
39,0.06525285481239804,0.22838499184339314,0.04350190320826536,0.18488308863512778
40,0.07612833061446438,0.22838499184339314,0.03262642740619902,0.18488308863512778
41,0.08700380641653072,0.23926046764545947,0.03262642740619902,0.18488308863512778
42,0.09787928221859706,0.23926046764545947,0.04350190320826536,0.18488308863512778
43,0.09787928221859706,0.23926046764545947,0.03262642740619902,0.18488308863512778
44,0.09787928221859706,0.23926046764545947,0.03262642740619902,0.1957585644371941
45,0.09787928221859706,0.23926046764545947,0.03262642740619902,0.1957585644371941
46,0.08700380641653072,0.2501359434475258,0.03262642740619902,0.1957585644371941
47,0.08700380641653072,0.2501359434475258,0.03262642740619902,0.20663404023926046
48,0.08700380641653072,0.2501359434475258,0.03262642740619902,0.20663404023926046
49,0.08700380641653072,0.2501359434475258,0.04350190320826536,0.20663404023926046
50,0.09787928221859706,0.2501359434475258,0.04350190320826536,0.20663404023926046
51,0.09787928221859706,0.2501359434475258,0.0543773790103317,0.20663404023926046
52,0.08700380641653072,0.2501359434475258,0.0543773790103317,0.20663404023926046
53,0.08700380641653072,0.2501359434475258,0.04350190320826536,0.2175095160413268
